"MEAN_MOTION","ECCENTRICITY","INCLINATION","RA_OF_ASC_NODE","ARG_OF_PERICENTER","MEAN_ANOMALY","SEMIMAJOR_AXIS","PERIOD","APOAPSIS","PERIAPSIS","OBJECT_AGE","ENCODED_SIZE","CENT_FOCUS_DIST","ENCODED_COUNTRY","ENCODED_OBJECT_TYPE"
14.01787494,0.0340836,73.7881,145.9204,222.4013,150.2975,7265.749,102.726,1135.257,639.971,31,1,247.6428826164,14,1
13.44466555,0.0343365,98.6908,336.3797,192.9334,166.2824,7470.824,107.106,1349.211,836.167,25,1,256.521948276,53,1
14.11989578,0.004341,99.3336,198.0761,349.9026,10.1267,7230.708,101.984,883.962,821.185,25,1,31.388503428,53,1
14.39560064,0.0066358,98.7343,32.5829,2.6551,357.4975,7138.089,100.031,807.321,712.587,29,1,47.3669309862,75,1
14.24568638,0.0033875,98.7163,322.0603,233.322,126.4844,7188.08,101.083,834.295,785.596,29,1,24.349621,75,1
14.16338697,0.0115896,71.1051,207.398,262.5067,213.1714,7215.899,101.671,921.393,754.134,32,1,83.6293830504,14,1
14.49206678,0.0110396,98.1059,356.8539,83.2031,278.1711,7106.378,99.365,806.694,649.791,17,1,78.4515705688,53,1
14.34193017,0.0359194,99.0569,140.7194,64.4519,299.3342,7155.886,100.405,1034.787,520.716,25,1,257.0351315884,53,1
13.92710354,0.0033353,82.538,199.3375,53.3499,307.0724,7297.285,103.396,943.489,894.811,36,1,24.3386346605,14,1
14.22281083,0.0009801,98.6877,309.5415,25.5717,334.5944,7195.786,101.246,824.703,810.598,21,1,7.0525898586,11,2
14.34107316,0.0131559,98.0201,218.7357,164.0683,196.4702,7156.172,100.411,872.182,683.891,25,1,94.1458832148,53,1
14.31992414,0.002115,65.0093,71.4041,271.4927,88.3735,7163.216,100.559,800.231,769.931,37,1,15.15020184,14,1
14.7249297,0.0086771,98.7552,18.0211,276.3093,82.8234,7031.258,97.793,714.134,592.112,25,1,61.0109287918,53,1
15.38309548,0.0006668,51.6385,256.3604,337.8931,36.499,6829.245,93.609,455.664,446.556,7,1,4.553740566,75,2
14.33551639,0.002563,98.6543,251.5634,29.9912,330.2734,7158.021,100.45,798.232,761.54,22,1,18.346007823,75,1
14.2869238,0.0043769,98.8601,61.3632,309.0025,50.7262,7174.242,100.791,827.508,764.706,24,1,31.4009398098,75,1
15.1394912,0.0015724,97.527,71.9049,160.3565,199.8275,6902.308,95.115,535.026,513.32,3,1,10.8531890992,75,2
15.26911532,0.002042,97.2151,194.8745,163.2592,196.9326,6863.188,94.308,499.068,471.039,6,1,14.014629896,63,2
14.7445384,0.0058787,97.6631,140.6889,178.0454,182.0996,7025.023,97.663,688.186,605.59,10,1,41.2980027101,75,2
14.28070924,0.0103212,86.4277,49.1374,105.0206,256.2438,7176.323,100.835,872.256,724.12,27,1,74.0682649476,75,1
13.54356755,0.0192908,82.9333,181.4019,252.9045,105.0892,7434.409,106.324,1199.69,912.858,43,1,143.4156971372,14,1
13.63062671,0.0244196,99.6395,341.2331,162.0346,229.0752,7402.719,105.644,1205.356,843.813,25,1,180.7714368924,53,1
14.63612283,0.0035533,98.3657,117.1235,119.4873,240.988,7059.671,98.387,706.621,656.451,22,1,25.0851289643,14,1
12.91369396,0.0895992,98.0558,358.9883,47.7874,319.5836,7674.231,111.51,1983.701,608.491,25,1,687.6049582152,53,1
14.38554103,0.0050191,73.9576,165.0142,285.7642,250.9885,7141.417,100.101,799.125,727.438,31,1,35.8434860647,14,1
12.99043671,0.0036515,90.269,342.651,141.8723,218.4993,7643.976,110.851,1293.753,1237.929,59,1,27.911978364,75,1
13.91034242,0.0117548,100.0088,63.675,20.7186,339.8679,7303.146,103.52,1010.858,839.164,25,1,85.8470206008,53,1
14.56089842,0.0007422,98.5985,146.5599,54.6448,305.5441,7083.965,98.895,711.087,700.572,15,1,5.257718823,23,2
14.25142155,0.013729,86.425,71.5004,266.7869,91.7607,7186.152,101.043,906.675,709.358,27,1,98.658680808,75,1
14.86151123,0.0031124,74.0139,100.56,200.3756,159.6184,6988.112,96.895,631.727,588.227,31,1,21.7497997888,14,1
13.50889539,0.0063707,100.5493,240.0817,160.4451,214.7009,7447.125,106.596,1116.433,1021.546,58,1,47.4433992375,75,1
14.27458553,0.0062309,74.0397,289.8724,318.7299,153.8985,7178.375,100.879,844.968,755.513,31,1,44.7277367875,14,1
13.23349341,0.0028103,82.5649,248.6463,298.2249,61.604,7550.091,108.815,1193.174,1150.738,33,1,21.2180207373,14,1
15.26192157,0.0014268,97.4045,80.1134,159.3593,200.8241,6865.345,94.352,497.005,477.414,4,1,9.795474246,75,2
13.94223445,0.0020818,82.5426,197.4698,134.4008,225.8867,7292.004,103.283,929.05,898.689,36,1,15.1804939272,14,1
14.28185207,0.0054077,98.974,83.7964,340.8318,19.0827,7175.94,100.827,836.611,759,24,1,38.805330738,75,1
13.95996578,0.0082548,98.7969,317.2641,85.5742,275.4846,7285.828,103.152,967.836,847.55,24,1,60.1430529744,75,1
14.3663141,0.0022377,74.0354,146.377,235.2888,124.6157,7147.787,100.234,785.647,753.657,31,1,15.9946029699,14,1
15.62369671,2.36e-05,51.6315,81.6368,7.9776,352.1222,6758.951,92.168,380.976,380.657,7,1,0.1595112436,75,2
13.66677827,0.0281134,98.1304,198.9594,120.4686,242.4551,7389.659,105.365,1219.273,803.776,25,1,207.7484393306,53,1
14.0933376,0.0041913,98.7427,325.9997,181.634,296.7198,7239.789,102.176,891.999,831.31,25,1,30.3441276357,53,1
14.36911411,0.0083076,86.3686,347.1891,241.9751,117.3025,7146.858,100.215,828.097,709.35,27,1,59.3732375208,75,1
14.55544377,0.0028044,98.4516,49.852,186.6837,173.399,7085.734,98.932,727.471,687.728,15,1,19.8712324296,75,1
14.11196392,0.0050479,98.9256,290.5852,177.5566,182.5861,7233.418,102.041,891.796,818.769,29,1,36.5135707222,75,1
14.37991965,0.008422,99.166,89.8661,164.9046,195.4681,7143.278,100.14,825.303,704.982,25,1,60.160687316,53,1
13.29226178,0.0515874,99.8052,52.8727,244.2506,110.4519,7527.82,108.334,1538.026,761.345,25,1,388.340661468,53,1
14.36022213,0.0053364,99.5647,133.0008,53.59,307.0186,7149.808,100.277,809.828,733.519,25,1,38.1542354112,53,1
15.12349598,0.0008669,97.566,27.1105,353.6258,69.902,6907.174,95.216,535.027,523.051,6,1,5.9878291406,67,4
14.43422755,0.0005171,81.1833,239.1392,215.9367,144.1475,7125.349,99.763,750.899,743.53,45,1,3.6845179679,14,1
14.56906731,0.0027019,81.2341,9.7516,276.4559,83.3561,7081.317,98.84,722.315,684.049,42,1,19.1330104023,14,1
14.82614274,0.0012156,97.9055,353.4272,50.921,309.3082,6999.221,97.126,629.595,612.578,30,1,8.5082530476,14,1
10.8691257,0.1827084,120.6783,292.167,107.6805,273.114,8608.724,132.485,3803.475,657.703,56,1,1572.8861880816,75,1
14.16789188,0.0096173,99.0379,307.8842,20.4616,340.0369,7214.369,101.638,905.617,766.851,33,1,69.3827509837,75,1
13.92434261,0.0277102,74.0172,155.7306,305.3754,52.1766,7298.25,103.416,1122.35,717.879,31,1,202.23596715,14,1
13.38116894,0.0107578,82.5508,236.8339,280.7307,78.173,7494.439,107.614,1196.928,1035.68,33,1,80.6236758742,14,1
14.18502034,0.0028577,98.6969,356.4787,16.2214,159.7328,7208.56,101.516,851.025,809.825,25,1,20.599901912,53,1
4.34283329,0.5460174,62.6309,25.7706,75.4579,336.8182,15869.128,331.581,18155.813,826.173,16,1,8664.8200108272,14,1
13.95235653,0.0196032,99.3178,336.105,166.9351,206.3582,7288.477,103.208,1053.22,767.465,25,1,142.8774723264,53,1
14.20516101,0.0329973,81.8223,354.3896,75.766,287.9927,7201.745,101.372,1061.248,585.972,30,1,237.6381402885,75,1
14.4375297,0.0080555,99.9672,109.8109,93.1746,267.866,7124.263,99.74,803.517,688.738,25,1,57.3895005965,53,1
14.05288872,0.0046751,98.8324,323.7166,310.672,59.1313,7253.675,102.47,909.452,841.629,25,1,33.9116559925,53,1
14.50424049,0.0026906,74.0352,54.6593,117.7479,242.6415,7102.401,99.281,743.376,705.156,31,1,19.1097201306,14,1
15.33098284,0.0005143,97.3083,12.6215,347.1278,12.9832,6844.712,93.927,470.097,463.057,7,1,3.5202353816,75,2
14.9268871,0.0014244,97.4536,169.7149,47.6609,312.5815,6967.693,96.47,599.483,579.633,7,1,9.9247819092,75,2
14.26736485,0.0014283,98.4757,244.6168,277.1229,82.8327,7180.797,100.93,812.919,792.406,22,1,10.2563323551,75,1
13.48106788,0.0568052,98.8658,100.1151,118.3211,51.4982,7457.369,106.816,1502.852,655.617,25,1,423.6173375188,53,1
14.44559793,0.0010403,74.0491,72.9618,175.6303,197.6132,7121.61,99.684,750.883,736.066,31,1,7.408610883,14,1
14.92798493,0.0013351,97.451,169.8267,40.5894,319.6319,6967.351,96.463,598.519,579.914,7,1,9.3021103201,75,2
13.77762673,0.0182326,98.7332,149.4705,144.4754,216.8699,7349.97,104.517,1105.844,837.826,29,1,134.009063022,75,1
13.93261479,0.0033024,82.5409,205.241,35.3494,324.9851,7295.36,103.355,941.318,893.133,36,1,24.092196864,14,1
15.28559362,0.0010148,97.4024,20.3326,82.3942,277.845,6858.255,94.206,487.08,473.16,6,1,6.959757174,75,2
14.08882482,0.0014314,82.5467,16.452,296.9024,63.0687,7241.335,102.209,873.566,852.835,37,1,10.365246919,14,1
14.15723283,0.0071537,98.9082,18.1385,56.0196,304.7748,7217.99,101.715,891.49,788.219,25,1,51.635335063,53,1
13.99998702,0.0082026,99.0492,233.2665,224.1037,150.1877,7271.937,102.857,953.45,834.153,52,1,59.6487904362,75,1
13.77960001,0.0200425,98.4437,109.2967,2.5053,357.7058,7349.268,104.502,1118.431,823.836,25,1,147.29770389,53,1
15.04739854,0.003069,98.9811,129.6179,342.6888,17.3285,6930.441,95.698,573.576,531.037,25,1,21.269523429,53,1
12.3954732,0.003883,73.6178,229.2823,174.0355,186.1158,7886.66,116.171,1539.149,1477.901,37,1,30.62390078,14,1
15.20197335,0.0028067,97.7686,26.1816,332.4637,27.5109,6883.382,94.725,524.566,485.927,23,1,19.3195882594,28,1
14.83315395,0.0001831,97.9111,352.9377,121.0051,239.1343,6997.016,97.08,620.162,617.599,30,1,1.2811536296,14,1
14.97654267,0.0018471,86.2784,165.9432,65.7459,294.5699,6952.283,96.15,586.99,561.307,27,1,12.8415619293,75,1
13.50415979,0.0404753,74.0569,196.0175,351.7227,183.6033,7448.865,106.634,1372.226,769.235,31,1,301.4950455345,14,1
14.345217,0.0118573,86.3731,28.5608,119.0495,242.2641,7154.793,100.382,861.495,691.822,27,1,84.8365270389,75,1
14.03924013,0.0039275,99.1657,280.4083,67.6003,57.7087,7258.376,102.57,908.748,851.733,46,1,28.50727174,75,1
13.88079071,0.0272763,73.8882,89.8992,15.0255,40.536,7313.507,103.74,1134.858,735.887,31,1,199.4854109841,14,1
13.98515678,0.0067505,98.8223,335.172,100.4122,260.4659,7277.077,102.966,948.066,849.818,25,1,49.1239082885,53,1
15.1335008,7.49e-05,97.4793,15.8676,121.875,238.2555,6904.129,95.153,526.511,525.477,4,1,0.5171192621,75,2
15.16000827,0.0013472,97.4781,4.1631,356.326,3.7871,6896.079,94.987,527.234,508.653,3,1,9.2903976288,75,2
15.22273862,0.0039742,60.6858,140.5409,116.3251,244.1926,6877.121,94.595,526.317,471.655,3,1,27.3310542782,75,2
14.79704709,0.0034721,86.356,246.4771,243.994,115.7704,7008.393,97.317,654.592,605.925,27,1,24.3338413353,75,1
14.15243437,0.0029747,98.7485,359.6062,100.1002,260.353,7219.621,101.749,862.962,820.01,25,1,21.4762065887,53,1
13.42222741,0.0445234,73.9684,262.8638,168.0876,193.1192,7479.148,107.285,1434.01,768.016,31,1,332.9970980632,14,1
14.07557739,0.0076316,99.1994,315.2428,350.6965,9.2785,7245.878,102.305,923.041,812.446,25,1,55.2976425448,53,1
15.3349881,0.0016274,97.3809,23.6595,140.9912,219.2507,6843.52,93.903,476.522,454.248,6,1,11.137144448,75,2
14.15008974,0.0021288,98.6801,350.7826,152.4212,207.8096,7220.419,101.766,857.654,826.913,24,1,15.3708279672,75,1
15.14170575,0.0020501,97.6055,269.2736,196.8877,163.1675,6901.635,95.102,537.649,509.351,5,1,14.1490419135,23,2
14.70698753,0.0110474,99.0596,108.3619,166.5804,206.6752,7036.975,97.913,736.581,581.1,25,1,77.740277615,53,1
11.9113766,0.1080717,51.2489,51.7947,31.6658,334.4799,8098.922,120.893,2596.051,845.523,13,1,875.2642687074,14,1
14.34120681,0.0042978,74.0362,194.8043,278.1477,81.48,7156.127,100.41,808.748,747.236,31,1,30.7556026206,14,1
5.86855505,0.4781756,51.7547,276.3453,100.7809,314.6872,12983.179,245.376,12813.284,396.805,18,1,6208.2394082324,14,1
12.99691505,0.0033848,90.2717,326.0527,21.6202,338.6341,7641.436,110.796,1289.166,1237.436,59,1,25.8647325728,75,1
14.0206528,0.0080674,99.2183,341.5262,98.8856,316.1177,7264.789,102.706,945.262,828.046,25,1,58.6079587786,53,1
14.75283061,0.0208842,64.7775,62.3489,269.346,88.3713,7022.39,97.608,790.912,497.598,9,1,146.656997238,75,2
14.13909402,0.0019208,82.5236,162.581,61.3813,298.9293,7224.162,101.845,859.903,832.15,42,1,13.8761703696,14,1
14.61697801,0.0073148,74.0033,185.7731,356.3538,3.7084,7065.834,98.516,739.384,636.014,31,1,51.6851625432,14,1
14.67108542,0.0049883,98.8716,142.6323,168.911,191.3204,7048.451,98.152,705.476,635.156,33,1,35.1597881233,75,1
14.97277503,0.004107,74.0478,312.0028,12.2188,161.994,6953.45,96.175,603.872,546.757,31,1,28.55781915,14,1
14.0132253,0.0149289,99.4026,90.3873,246.4516,233.7095,7267.356,102.76,997.715,780.727,25,1,108.4936309884,53,1
14.1836119,0.0059211,98.6748,332.5886,300.5557,58.9784,7209.037,101.526,873.588,788.217,25,1,42.6854289807,53,1
14.27276268,0.0049167,99.0393,97.0868,8.4821,351.7179,7178.987,100.891,836.149,765.555,24,1,35.2969253829,75,1
13.01380849,0.0078942,82.5536,265.0041,182.3264,177.7494,7634.822,110.652,1316.958,1196.416,33,1,60.2708118324,14,1
14.90213821,0.0186395,97.4307,213.258,184.8243,175.1187,6975.405,96.63,727.288,467.252,41,1,130.0180614975,14,1
14.23423172,0.0102815,73.856,288.991,176.2705,183.9231,7191.936,101.165,887.745,739.857,31,1,73.943889984,14,1
14.36491988,0.0055742,74.0699,211.3956,244.8947,114.6416,7148.25,100.244,809.96,730.269,31,1,39.84577515,14,1
15.33377066,0.0013547,97.2144,8.8566,10.4993,349.653,6843.882,93.91,475.019,456.476,7,1,9.2714069454,53,1
14.83251927,0.0004052,97.931,354.0714,244.704,115.3754,6997.215,97.084,621.915,616.245,30,1,2.835271518,14,1
14.65099027,0.0047911,74.0252,52.9586,75.2104,285.4365,7054.894,98.287,710.56,642.959,31,1,33.8007026434,14,1
11.66280898,0.0822278,51.617,132.4441,311.127,42.1324,8213.591,123.469,2510.841,1160.07,13,1,675.3855180298,14,1
14.17291049,0.011024,98.6609,326.8245,296.6863,62.3059,7212.666,101.602,914.043,755.018,25,1,79.512429984,53,1
15.08517632,0.0164449,101.7238,299.1235,24.9096,335.9942,6918.866,95.458,654.511,426.951,13,1,113.7800594834,75,2
15.27271627,0.0007485,97.2968,6.5507,357.464,2.656,6862.11,94.286,489.111,478.838,7,1,5.136289335,75,2
13.31292465,0.0399227,98.6465,214.1114,53.2956,310.416,7520.029,108.166,1442.114,841.674,25,1,300.2198617583,53,1
13.16819984,0.015923,99.6535,24.0819,180.6971,179.3945,7575.028,109.354,1317.51,1076.276,49,1,120.617170844,75,1
13.954331,0.0125514,100.9069,214.1557,47.8522,313.3217,7287.79,103.194,1001.127,818.183,25,1,91.471967406,53,1
15.25764438,0.0009529,97.3477,4.2439,205.5795,192.6533,6866.628,94.379,495.036,481.95,5,1,6.5432098212,75,2
13.66251027,0.0585783,81.5741,184.7772,188.4464,170.6488,7391.198,105.398,1446.027,580.099,30,1,432.9638138034,75,1
14.59663094,0.0184153,98.4948,55.9183,286.2455,132.2635,7072.399,98.653,824.504,564.024,25,1,130.2403493047,53,1
13.5117884,0.0125736,100.0251,31.0376,359.2831,0.8105,7446.061,106.574,1161.55,974.303,54,1,93.6237925896,75,1
14.25921782,0.0101452,98.9585,78.6935,133.199,292.752,7183.532,100.987,878.276,732.519,25,1,72.8783688464,53,1
14.15497085,0.0011139,82.9456,340.4537,39.7277,320.4716,7218.759,101.731,848.665,832.583,43,1,8.0409756501,14,1
14.241403,0.0014847,98.9272,331.1901,268.1351,146.249,7189.522,101.114,822.061,800.712,25,1,10.6742833134,53,1
14.19970226,0.0030993,98.7548,22.2649,84.3599,276.111,7203.59,101.411,847.782,803.129,24,1,22.326086487,75,1
13.59106006,0.0365278,97.9947,70.1871,223.1767,260.8495,7417.08,105.952,1309.874,768.015,25,1,270.929614824,53,1
14.19206127,0.0055121,98.5975,324.8732,278.6307,80.8627,7206.176,101.465,867.762,788.32,25,1,39.7211627296,53,1
14.08177317,0.0107208,98.8926,196.0464,18.6344,41.088,7243.753,102.26,943.276,787.959,25,1,77.6588271624,53,1
14.21859244,0.0016413,98.7387,319.7238,166.4924,193.6696,7197.209,101.276,830.887,807.261,29,1,11.8127791317,75,1
13.76320629,0.015412,99.1161,239.7109,10.8467,349.5946,7355.103,104.627,1090.325,863.611,34,1,113.356847436,53,1
14.39604426,0.0094608,98.835,91.0916,234.2787,124.9572,7137.943,100.027,827.338,692.277,24,1,67.5306511344,75,1
14.69755803,0.0216105,98.5139,112.6244,316.2998,42.1271,7039.985,97.975,813.987,509.712,25,1,152.1375958425,53,1
9.84981312,0.2239207,51.3527,200.9445,2.0215,358.7999,9192.843,146.196,4873.176,756.24,13,1,2058.4678395501,14,1
14.18163422,0.0159211,98.5838,318.1118,59.7857,301.8977,7209.708,101.54,946.359,716.786,25,1,114.7864820388,53,1
13.42164453,0.0372858,99.5237,26.8253,308.4403,48.3804,7479.364,107.289,1380.103,822.355,25,1,278.8740702312,53,1
14.70006004,0.0046893,73.9918,126.3861,318.6649,53.5461,7039.186,97.959,694.06,628.042,31,1,33.0088549098,14,1
13.96890553,0.0138566,97.8244,230.6145,127.8914,233.4878,7282.72,103.086,1005.498,803.671,25,1,100.913737952,53,1
14.08078855,0.0135837,98.3571,240.3535,49.3313,311.9572,7244.09,102.267,964.357,767.554,25,1,98.401545333,53,1
14.03027757,0.0063564,82.827,107.4924,143.1356,217.4211,7261.466,102.635,929.488,837.175,43,1,46.1567824824,14,1
13.76438172,0.0175649,100.7913,332.2838,3.9196,356.328,7354.684,104.618,1105.734,847.365,25,1,129.1842889916,53,1
14.27475654,0.0084508,98.7629,12.4379,231.8179,127.5368,7178.318,100.877,860.846,739.521,25,1,60.6625297544,53,1
14.15082984,0.001119,98.7736,15.9951,11.7733,348.37,7220.167,101.761,850.111,833.953,24,1,8.079366873,75,1
14.83386359,0.0005573,97.8992,352.9478,89.0702,271.115,6996.792,97.075,622.557,614.758,30,1,3.8993121816,14,1
13.11243015,0.0253329,105.8272,210.2002,241.2937,242.4324,7596.491,109.819,1410.798,1025.915,56,1,192.4411468539,75,1
15.30391415,0.0005573,97.3363,56.3043,260.291,99.7702,6852.781,94.094,478.465,470.827,6,1,3.8190548513,53,1
14.91613086,0.0015056,97.4486,167.6389,52.687,307.5719,6971.042,96.54,603.403,582.412,7,1,10.4956008352,67,4
14.92074284,0.0013492,97.998,249.9768,68.2176,292.0477,6969.606,96.51,600.874,582.067,10,1,9.4033924152,75,2
14.56283501,0.0240419,98.1454,4.7485,128.1269,234.187,7083.337,98.882,875.499,534.905,25,1,170.2968798203,53,1
14.31718177,0.0020488,65.0067,71.6385,269.7213,90.1524,7164.13,100.578,800.673,771.318,37,1,14.677869544,14,1
14.20210867,0.0033581,99.0333,44.0956,105.8471,254.641,7202.777,101.393,848.829,800.454,25,1,24.1876454437,53,1
14.34679255,0.0023318,65.0041,265.6229,263.2921,271.8179,7154.269,100.371,792.817,759.452,37,1,16.6823244542,14,1
12.73187137,0.0368219,99.6973,94.2584,32.3576,31.3798,7747.121,113.102,1654.25,1083.722,49,1,285.2637147499,75,1
14.54821351,0.0009591,98.3158,2.4558,25.7802,334.3871,7088.082,98.981,716.745,703.149,9,1,6.7981794462,14,1
14.36567535,0.002083,98.7745,46.9024,200.2926,159.7433,7147.999,100.239,784.753,754.975,25,1,14.889281917,53,1
12.78962248,0.0060598,66.0682,190.5605,343.6653,16.2407,7723.782,112.591,1392.452,1298.843,32,1,46.8045741636,22,1
13.56426298,0.036492,98.4395,312.56,95.4418,268.8457,7426.845,106.161,1319.731,777.69,25,1,271.02042774,53,1
14.56432571,0.0059762,74.1744,197.2961,39.6149,134.0894,7082.853,98.872,747.047,662.39,31,1,42.3285460986,14,1
14.15582988,0.0025469,98.5506,325.7611,140.0482,233.0473,7218.467,101.725,858.716,821.947,25,1,18.3847136023,53,1
12.39737576,0.0014432,101.9706,273.0289,95.5976,278.7672,7885.853,116.154,1519.099,1496.337,48,1,11.3808630496,75,1
13.88217547,0.0019632,82.4906,124.5559,155.0664,205.1451,7313.021,103.73,949.243,920.529,37,1,14.3569228272,14,1
15.26233739,0.0010423,97.3972,17.3336,91.2919,268.9514,6865.22,94.35,494.241,479.93,6,1,7.155618806,67,4
11.62375361,0.1728341,51.6546,160.7091,296.5786,46.8245,8231.979,123.884,3276.61,431.077,13,1,1422.7666816839,14,1
13.53279749,0.0400674,74.1086,188.1564,297.1105,58.9665,7438.353,106.408,1358.253,762.183,31,1,298.0354649922,14,1
14.41583624,0.0016248,74.0239,100.8308,195.4608,177.8697,7131.408,99.89,764.86,741.686,31,1,11.5871117184,14,1
15.08840078,0.0075221,97.5479,212.0986,226.6241,132.8707,6917.88,95.438,591.782,487.708,7,1,52.036985148,14,1
14.11933499,0.0087595,70.8995,133.9065,230.3456,196.6191,7230.9,101.988,916.104,789.426,31,1,63.33906855,14,1
14.78419933,0.0014531,6.0076,330.2973,238.8883,120.9819,7012.453,97.401,644.508,624.128,9,1,10.1897954543,75,2
15.30648118,0.0036249,97.5424,31.3875,77.2615,7.8313,6852.014,94.078,498.717,449.042,4,1,24.8378655486,53,4
3.09036298,0.6501086,48.8354,165.1638,124.1845,314.963,19909.584,465.965,26474.84,588.057,16,1,12943.3917808224,14,1
14.39269545,0.012792,98.0983,2.0002,243.2486,292.6191,7139.05,100.051,852.238,669.592,20,1,91.3227276,53,1
14.9978904,0.000456,98.0548,39.7203,240.3714,119.7054,6945.685,96.014,570.717,564.382,30,1,3.16723236,14,1
14.63167138,0.0057872,98.9879,307.0636,157.8359,202.5361,7061.103,98.417,723.832,642.104,25,1,40.8640152816,53,1
12.42082814,0.0025494,73.6057,139.0964,111.481,248.8956,7875.923,115.934,1517.867,1477.709,37,1,20.0788780962,14,1
12.80832383,0.0215684,82.5111,142.4414,293.5595,64.2983,7716.262,112.427,1504.555,1171.7,6,1,166.4274253208,14,4
14.82383553,0.0168209,73.8418,161.1011,215.5745,143.4128,6999.947,97.141,739.558,504.067,31,1,117.7454084923,14,1
13.73441033,0.0031352,82.9499,285.5463,353.348,6.7254,7365.38,104.846,1010.337,964.153,51,1,23.091939376,14,1
12.88134176,0.0143949,102.5327,222.9663,323.2318,35.8965,7687.075,111.79,1419.594,1198.285,56,1,110.6546759175,75,1
14.40098885,0.0227124,74.9777,335.9105,113.6353,248.883,7136.309,99.993,920.256,596.091,11,1,162.0827045316,53,1
14.83482703,0.0001619,97.9036,351.9581,333.4464,26.6667,6996.489,97.069,619.487,617.222,30,1,1.1327315691,14,1
5.75241826,0.4841402,51.6606,242.2856,143.3461,262.4687,13157.343,250.33,13149.207,409.209,18,1,6369.9986714886,14,1
14.53913333,0.0053173,74.0088,272.5759,100.8819,259.8333,7091.033,99.043,750.603,675.193,31,1,37.7051497709,14,1
14.96844417,0.001206,97.659,13.7538,303.7934,56.2139,6954.791,96.202,585.043,568.268,6,1,8.387477946,75,2
13.02527834,0.0074556,82.5976,267.5655,213.4612,146.178,7630.339,110.554,1309.093,1195.315,33,1,56.8887554484,14,1
15.15357399,0.0033117,98.9951,208.6023,56.4556,303.9827,6898.031,95.027,542.74,497.052,50,1,22.8442092627,75,1
13.34378444,0.0482607,73.8751,305.4757,319.5869,219.9719,7508.43,107.915,1492.658,767.933,31,1,362.362087701,14,1
